Player_Name,Team,Matches,Tournaments,Goals,Own_Goals,Yellow_Cards,Red_Cards,Times_Suspended,Times_Captain,Times_Starter,Times_Sub,Penalties_Scored,Missed_Penalties,Goals_Per_Match,Cards_Per_Match
Lefter KUCUKANDONYADIS,Turkey,3,1,2,0,0,0,0,1,3,0,0,0,0.667,0.0
S H HWANG,South Korea,16,4,2,0,0,0,0,0,7,9,0,0,0.125,0.0
Ariel ORTEGA,Argentina,5,1,2,0,2,1,1,0,5,0,0,0,0.4,0.6
Aleksandr ZAVAROV,Soviet Union,7,2,2,0,0,0,0,0,5,2,0,0,0.286,0.0
EDER,Brazil,5,1,2,0,0,0,0,0,5,0,0,0,0.4,0.0
STOJKOVIC,Yugoslavia,8,2,2,0,1,0,0,0,5,3,0,0,0.25,0.125
J. BORGETTI,Mexico,8,2,2,0,0,0,0,0,6,2,0,0,0.25,0.0
Aleksandar PETAKOVIC,Yugoslavia,7,2,2,0,0,0,0,0,4,3,0,0,0.286,0.0
Raymond KOPA,France,8,2,2,0,0,0,0,0,8,0,2,0,0.25,0.0
B. WILFRIED,Cte d'Ivoire,3,1,2,0,0,0,0,0,2,1,0,0,0.667,0.0
Juan AGUERO,Paraguay,3,1,2,0,0,0,0,3,3,0,0,0,0.667,0.0
Ivor BROADIS,England,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Ivor ALLCHURCH,Wales,5,1,2,0,0,0,0,0,5,0,0,0,0.4,0.0
SCHWEINSTEIGER,Germany,21,3,2,0,4,0,0,1,18,3,0,0,0.095,0.19
Djordje VUJADINOVIC,Yugoslavia,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Viorel MOLDOVAN,Romania,9,2,2,0,0,0,0,0,3,6,0,0,0.222,0.0
Rob RENSENBRINK,Netherlands,14,2,2,0,0,0,0,0,13,1,4,0,0.143,0.0
Jozsef TOTH,Hungary,11,3,2,0,0,0,0,0,7,4,0,0,0.182,0.0
Ivica SURJAK,Yugoslavia,9,2,2,0,0,0,0,3,9,0,0,0,0.222,0.0
John WARK,Scotland,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Viktor PONEDELNIK,Soviet Union,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
Hector YAZALDE,Argentina,6,1,2,0,0,0,0,0,3,3,0,0,0.333,0.0
Dieter MUELLER,West Germany,6,1,2,0,0,0,0,0,4,2,0,0,0.333,0.0
Victoriano IRIARTE,Uruguay,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
Arie HAAN,Netherlands,14,2,2,0,1,0,0,0,13,1,0,0,0.143,0.071
Didier SIX,France,10,2,2,0,1,0,0,0,6,4,0,0,0.2,0.1
BEAUSEJOUR,Chile,8,2,2,0,0,0,0,0,4,4,0,0,0.25,0.0
Heinz FLOHE,West Germany,13,2,2,0,0,0,0,0,5,8,0,0,0.154,0.0
HASAN SAS,Turkey,7,1,2,0,2,0,0,0,6,1,0,0,0.286,0.286
Fernando QUIRARTE,Mexico,5,1,2,0,1,0,0,0,5,0,0,0,0.4,0.2
Peter PALOTAS,Hungary,5,1,2,0,0,0,0,0,2,3,0,0,0.4,0.0
Giovanni FERRARI,Italy,9,2,2,0,0,0,0,0,8,1,0,0,0.222,0.0
LAUDRUP B.,Denmark,5,1,2,0,0,0,0,0,5,0,0,0,0.4,0.0
BOSACKI,Poland,3,1,2,0,0,0,0,0,2,1,0,0,0.667,0.0
Bryan ROBSON,England,17,3,2,0,0,0,0,4,8,9,0,0,0.118,0.0
Stanislav KARASI,Yugoslavia,6,1,2,0,1,0,0,0,2,4,0,0,0.333,0.167
ALEXIS,Chile,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
MATERAZZI,Italy,11,2,2,0,0,1,1,0,3,8,0,0,0.182,0.091
Giuseppe MEAZZA,Italy,9,2,2,0,0,0,0,4,9,0,1,0,0.222,0.0
Yannick STOPYRA,France,7,1,2,0,0,0,0,0,5,2,0,0,0.286,0.0
Giacomo BULGARELLI,Italy,6,2,2,0,0,0,0,1,4,2,0,0,0.333,0.0
L. SUAREZ,Uruguay,4,1,2,0,0,0,0,0,2,2,0,0,0.5,0.0
OWEN,England,10,2,2,0,0,0,0,0,8,2,0,0,0.2,0.0
Obdulio VARELA,Uruguay,9,2,2,0,0,0,0,7,7,2,0,0,0.222,0.0
Jaime RAMIREZ,Chile,9,2,2,0,0,0,0,0,6,3,0,0,0.222,0.0
MODERATO,Brazil,2,1,2,0,0,0,0,0,1,1,0,0,1.0,0.0
Eladio ROJAS,Chile,6,1,2,0,0,0,0,0,6,0,0,0,0.333,0.0
Slobodan KOMLJENOVIC,Yugoslavia,4,1,2,0,0,0,0,0,3,1,0,0,0.5,0.0
KEANE,Ireland,4,1,2,0,0,0,0,0,4,0,1,0,0.5,0.0
JULINHO,Brazil,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
F. AMIN,Saudi Arabia,7,2,2,0,2,0,0,3,6,1,0,0,0.286,0.286
F. TORRES,Spain,4,1,2,0,0,0,0,0,3,1,1,0,0.5,0.0
Guillermo SUBIABRE,Chile,3,1,2,0,0,0,0,1,3,0,0,0,0.667,0.0
Wlodimierz SMOLAREK,Poland,11,2,2,0,3,0,0,0,10,1,0,0,0.182,0.273
JOSIMAR,Brazil,5,1,2,0,0,0,0,0,3,2,0,0,0.4,0.0
KHEDIRA,Germany,14,2,2,0,2,0,0,0,11,3,0,0,0.143,0.143
Silvestre IGOA,Spain,6,1,2,0,0,0,0,0,5,1,0,0,0.333,0.0
AMOKACHI,Nigeria,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
FREI,Switzerland,7,2,2,0,1,0,0,1,5,2,0,0,0.286,0.143
JUNGSOO,South Korea,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
C. TENORIO,Ecuador,7,2,2,0,2,0,0,0,4,3,0,0,0.286,0.286
Phillip COCU,Netherlands,7,1,2,0,0,0,0,0,7,0,0,0,0.286,0.0
O. BRAVO,Mexico,4,1,2,0,0,0,0,0,3,1,0,0,0.5,0.0
JUNIOR,Brazil,17,3,2,0,0,0,0,0,11,6,0,0,0.118,0.0
FRED,Brazil,12,2,2,0,0,0,0,0,6,6,0,0,0.167,0.0
Philippe ALBERT,Belgium,8,2,2,0,1,0,0,0,4,4,0,0,0.25,0.125
Oleg BLOKHIN,Soviet Union,9,2,2,0,0,0,0,1,6,3,0,0,0.222,0.0
TONI,Italy,7,1,2,0,0,0,0,0,6,1,0,0,0.286,0.0
Patrick KLUIVERT,Netherlands,7,1,2,0,0,1,1,0,4,3,0,0,0.286,0.143
GTZE,Germany,7,1,2,0,0,0,0,0,3,4,0,0,0.286,0.0
PERII?,Croatia,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Karl HOHMANN,Germany,4,1,2,0,0,0,0,0,2,2,0,0,0.5,0.0
Zinedine ZIDANE,France,7,1,2,0,1,1,1,0,5,2,0,0,0.286,0.286
PELAEZ,Mexico,4,1,2,0,1,0,0,0,0,4,0,0,0.5,0.25
Bernard VOORHOOF,Belgium,4,3,2,0,0,0,0,0,3,1,0,0,0.5,0.0
GERVINHO,Cte d'Ivoire,6,2,2,0,0,0,0,0,5,1,0,0,0.333,0.0
Gabor POLOSKEI,Hungary,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Kenny DALGLISH,Scotland,9,3,2,0,0,0,0,0,7,2,0,0,0.222,0.0
ADRIANO,Brazil,5,1,2,0,1,0,0,0,3,2,0,0,0.4,0.2
A. DELGADO,Ecuador,4,1,2,0,0,0,0,0,3,1,0,0,0.5,0.0
GOIKOETXEA,Spain,5,1,2,0,1,0,0,0,5,0,0,0,0.4,0.2
GOMEZ,Ecuador,20,3,2,0,1,0,0,0,4,16,0,0,0.1,0.05
A. AYEW,Ghana,8,2,2,0,2,0,0,0,7,1,0,0,0.25,0.25
Javier VALDIVIA,Mexico,4,1,2,0,1,0,0,0,4,0,0,0,0.5,0.25
PAK Seung Zin,North Korea,4,1,2,0,0,0,0,4,4,0,0,0,0.5,0.0
MEMPHIS,Netherlands,7,1,2,0,0,0,0,0,1,6,0,0,0.286,0.0
Zeljko CAJKOVSKI,Yugoslavia,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
GARCIA,Mexico,14,3,2,0,3,1,1,0,5,9,0,0,0.143,0.286
Bernardo REDIN,Colombia,4,1,2,0,0,0,0,0,2,2,0,0,0.5,0.0
PINGA,Brazil,3,1,2,0,0,0,0,0,2,1,0,0,0.667,0.0
Jean-Pierre PAPIN,France,7,1,2,0,0,0,0,0,4,3,0,0,0.286,0.0
KROOS,Germany,14,2,2,0,0,0,0,0,7,7,0,0,0.143,0.0
Kosta TOMASEVIC,Yugoslavia,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
Pal TITKOS,Hungary,4,1,2,0,0,0,0,0,2,2,0,0,0.5,0.0
Pablo DORADO,Uruguay,4,1,2,0,0,0,0,0,3,1,0,0,0.5,0.0
Jean VINCENT,France,8,2,2,0,0,0,0,0,8,0,0,0,0.25,0.0
Billy HAMILTON,Northern Ireland,8,2,2,0,3,0,0,0,6,2,0,0,0.25,0.375
ZIL,Germany,14,2,2,0,1,0,0,0,14,0,0,0,0.143,0.071
Klaus FISCHER,West Germany,13,2,2,0,1,0,0,0,7,6,0,0,0.154,0.077
TIAGO,Portugal,11,2,2,0,2,0,0,0,6,5,0,0,0.182,0.182
ZIZINHO,Brazil,6,1,2,0,0,0,0,0,4,2,0,0,0.333,0.0
Klaus ALLOFS,West Germany,7,1,2,0,1,0,0,0,7,0,0,0,0.286,0.143
MBOMA,Cameroon,6,2,2,0,0,0,0,0,6,0,0,0,0.333,0.0
A.INIESTA,Spain,7,1,2,0,1,0,0,0,6,1,0,0,0.286,0.143
Gavril BALINT,Romania,4,1,2,0,0,0,0,0,2,2,0,0,0.5,0.0
R. HIERRO,Spain,8,2,2,0,1,0,0,0,6,2,1,0,0.25,0.125
OKAZAKI,Japan,7,2,2,0,0,0,0,0,3,4,0,0,0.286,0.0
Igor BELANOV,Soviet Union,4,1,2,0,1,0,0,0,3,1,2,0,0.5,0.25
Adrian KNUP,Switzerland,4,1,2,0,1,0,0,0,3,1,0,0,0.5,0.25
R. de BOER,Netherlands,12,2,2,0,0,0,0,0,8,4,0,0,0.167,0.0
Nasko SIRAKOV,Bulgaria,11,2,2,0,1,0,0,0,9,2,0,0,0.182,0.091
MULLER,Brazil,16,3,2,0,0,0,0,0,6,10,0,0,0.125,0.0
Ernst STOJASPAL,Austria,5,1,2,0,0,0,0,0,4,1,1,0,0.4,0.0
Ernst OCWIRK,Austria,5,1,2,0,0,0,0,4,5,0,0,0,0.4,0.0
Adolfo ZUMELZU,Argentina,5,1,2,0,0,0,0,0,1,4,0,0,0.4,0.0
Emmanuel AMUNEKE,Nigeria,4,1,2,0,1,0,0,0,4,0,0,0,0.5,0.25
MUNTARI,Ghana,12,3,2,0,5,0,0,0,6,6,0,0,0.167,0.417
ROBINHO,Brazil,10,2,2,0,1,0,0,0,5,5,0,0,0.2,0.1
Adolf SCHERER,Czechoslovakia,10,2,2,0,0,0,0,0,6,4,1,0,0.2,0.0
Emmanuel PETIT,France,7,1,2,0,1,0,0,0,6,1,0,0,0.286,0.143
Ernie BRANDTS,Netherlands,7,1,2,1,0,0,0,0,4,3,0,0,0.286,0.0
Emmanuel SANON,Haiti,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
H. CAMARA,Senegal,5,1,2,0,1,0,0,0,3,2,0,0,0.4,0.2
LUIS ENRIQUE,Spain,13,3,2,0,1,0,0,0,10,3,0,0,0.154,0.077
Abdeljalil HADDA,Morocco,3,1,2,0,1,0,0,0,3,0,0,0,0.667,0.333
JISUNG,South Korea,7,2,2,0,0,0,0,4,7,0,0,0,0.286,0.0
Ernest LEHNER,Germany,6,2,2,0,0,0,0,0,6,0,0,0,0.333,0.0
MANDUKI?,Croatia,3,1,2,0,0,0,0,0,2,1,0,0,0.667,0.0
BENZEMA,France,5,1,2,0,0,0,0,0,5,0,1,1,0.4,0.0
Theodore WHITMORE,Jamaica,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
MANICHE,Portugal,7,1,2,0,2,0,0,0,6,1,0,0,0.286,0.286
Wilfried VAN MOER,Belgium,8,2,2,0,0,0,0,0,4,4,0,0,0.25,0.0
Abdelrazzak KHAIRI,Morocco,4,1,2,0,1,0,0,0,3,1,0,0,0.5,0.25
Joachim STREICH,East Germany,6,1,2,0,1,0,0,0,4,2,0,0,0.333,0.167
JONK,Netherlands,5,1,2,0,1,0,0,0,5,0,0,0,0.4,0.2
MUSA,Nigeria,4,1,2,0,0,0,0,0,4,0,0,0,0.5,0.0
AYALA,Paraguay,16,3,2,0,1,0,0,1,13,3,0,0,0.125,0.062
Erwin VANDENBERGH,Belgium,12,2,2,0,0,0,0,0,6,6,0,0,0.167,0.0
ROSICKY,Czech Republic,3,1,2,0,1,0,0,0,3,0,0,0,0.667,0.333
Ladislav PETRAS,Czechoslovakia,3,1,2,0,0,0,0,0,3,0,0,0,0.667,0.0
R. MARQUEZ,Mexico,12,3,2,0,4,1,1,12,12,0,0,0,0.167,0.417
Nico CLAESEN,Belgium,11,2,2,0,1,0,0,0,6,5,1,0,0.182,0.091
JAIR,Brazil,6,1,2,0,0,0,0,0,5,1,0,0,0.333,0.0
ROMMEDAHL,Denmark,7,2,2,0,0,0,0,0,7,0,0,0,0.286,0.0
Bernard LACOMBE,France,10,2,1,0,0,0,0,0,5,5,0,0,0.1,0.0
SANTA CRUZ,Paraguay,9,2,1,0,2,0,0,0,7,2,0,0,0.111,0.222
Bixente LIZARAZU,France,7,1,1,0,1,0,0,0,6,1,0,0,0.143,0.143
Marc OVERMARS,Netherlands,7,1,1,0,0,0,0,0,4,3,0,0,0.143,0.0
Isidoro DIAZ,Mexico,10,3,1,0,0,0,0,0,6,4,0,0,0.1,0.0
Stuart McCALL,Scotland,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Martin JORGENSEN,Denmark,5,1,1,0,0,0,0,0,5,0,0,0,0.2,0.0
Christophe DUGARRY,France,7,1,1,0,0,0,0,0,1,6,0,0,0.143,0.0
Sandro MAZZOLA,Italy,12,3,1,0,0,0,0,0,12,0,0,0,0.083,0.0
MENDIETA,Spain,5,1,1,0,0,0,0,0,1,4,0,0,0.2,0.0
T.A. FLO,Norway,4,1,1,0,1,0,0,0,4,0,0,0,0.25,0.25
Sandor ZOMBORI,Hungary,3,1,1,0,1,0,0,0,3,0,0,0,0.333,0.333
Sunday OLISEH,Nigeria,4,1,1,0,0,0,0,0,4,0,0,0,0.25,0.0
JANSEN,Germany,14,2,1,0,0,0,0,0,2,12,0,0,0.071,0.0
Martin HOFFMANN,East Germany,6,1,1,0,0,0,0,0,5,1,0,0,0.167,0.0
Stjepan BOBEK,Yugoslavia,6,2,1,0,0,0,0,1,5,1,0,0,0.167,0.0
Blagoje MARJANOVIC,Yugoslavia,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Bobby COLLINS,Scotland,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Steve ARCHIBALD,Scotland,6,2,1,0,1,0,0,0,3,3,0,0,0.167,0.167
Sasa ILIC,Serbia and Montenegro,3,1,1,0,0,0,0,0,1,2,0,0,0.333,0.0
Steve SUMNER,New Zealand,3,1,1,0,0,0,0,3,3,0,0,0,0.333,0.0
Mark WRIGHT,England,7,1,1,0,0,0,0,0,6,1,0,0,0.143,0.0
Igor DOBROVOLSKYI,Soviet Union,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Steve WOODDIN,New Zealand,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Isidro LANGARA,Spain,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
Mauricio PINEDA,Argentina,5,1,1,0,0,0,0,0,1,4,0,0,0.2,0.0
CH. ARNGUIZ,Chile,4,1,1,0,1,0,0,0,4,0,0,0,0.25,0.25
Manuel NEGRETE,Mexico,5,1,1,0,1,0,0,0,5,0,0,0,0.2,0.2
Safet SUSIC,Yugoslavia,8,2,1,0,0,0,0,0,8,0,0,0,0.125,0.0
Christian LOPEZ,France,10,2,1,0,0,0,0,0,3,7,0,0,0.1,0.0
MILLAR,Chile,4,1,1,0,1,0,0,0,1,3,0,0,0.25,0.25
JAZIRI,Tunisia,6,2,1,0,4,1,1,0,6,0,0,0,0.167,0.833
Iraj DANAYFAR,Iran,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
Javier FRAGOSO,Mexico,7,2,1,0,0,0,0,0,5,2,0,0,0.143,0.0
Sune ANDERSSON,Sweden,5,1,1,0,0,0,0,0,5,0,1,0,0.2,0.0
D. GODIN,Uruguay,4,1,1,0,1,0,0,3,4,0,0,0,0.25,0.25
Javier AMBROIS,Uruguay,5,1,1,0,0,0,0,0,4,1,0,0,0.2,0.0
Masashi NAKAYAMA,Japan,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Manuel ROSAS,Mexico,3,1,1,1,0,0,0,0,3,0,1,0,0.333,0.0
Ilija PETKOVIC,Yugoslavia,6,1,1,0,0,0,0,0,4,2,0,0,0.167,0.0
Constantin STANCIU,Romania,2,1,1,0,0,0,0,0,1,1,0,0,0.5,0.0
SAVIOLA,Argentina,5,1,1,0,1,0,0,0,3,2,0,0,0.2,0.2
T SILVA,Brazil,7,1,1,0,3,0,0,6,6,1,0,0,0.143,0.429
Manuel SANCHIS,Spain,7,2,1,0,0,0,0,0,7,0,0,0,0.143,0.0
Samson SIASIA,Nigeria,4,1,1,0,0,0,0,0,3,1,0,0,0.25,0.0
Conny TORSTENSSON,Sweden,9,2,1,0,0,0,0,0,4,5,0,0,0.111,0.0
Sammy BAIRD,Scotland,3,1,1,0,0,0,0,0,1,2,0,0,0.333,0.0
Colin CLARKE,Northern Ireland,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
MERTENS,Belgium,5,1,1,0,0,0,0,0,3,2,0,0,0.2,0.0
SCHNEIDER,Germany,14,2,1,0,1,0,0,1,14,0,0,0,0.071,0.071
Matthias SINDELAR,Austria,4,1,1,0,0,0,0,0,3,1,0,0,0.25,0.0
Marc BERDOLL,France,3,1,1,0,0,0,0,0,1,2,0,0,0.333,0.0
CHOI Soon Ho,South Korea,6,2,1,0,1,0,0,2,5,1,0,0,0.167,0.167
CHIQUI ARCE,Paraguay,4,1,1,0,1,0,0,0,4,0,0,0,0.25,0.25
Janos FARKAS,Hungary,8,2,1,0,0,0,0,0,4,4,0,0,0.125,0.0
JAIDI,Tunisia,6,2,1,0,2,0,0,0,6,0,0,0,0.167,0.333
Janusz KUPCEWICZ,Poland,13,2,1,0,0,0,0,0,5,8,0,0,0.077,0.0
JANCKER,Germany,7,1,1,0,1,0,0,0,3,4,0,0,0.143,0.143
SENDEROS,Switzerland,11,3,1,0,1,0,0,0,4,7,0,0,0.091,0.091
Berni KLODT,West Germany,12,2,1,0,0,0,0,0,4,8,0,0,0.083,0.0
Bernd HOELZENBEIN,West Germany,13,2,1,0,0,0,0,0,7,6,0,0,0.077,0.0
Bernd CULLMANN,West Germany,13,2,1,0,0,0,0,0,3,10,0,0,0.077,0.0
Ildo MANEIRO,Uruguay,6,1,1,0,1,0,0,0,6,0,0,0,0.167,0.167
Marton ESTERHAZY,Hungary,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
SEFEROVIC,Switzerland,4,1,1,0,0,0,0,0,1,3,0,0,0.25,0.0
Claudio LOPEZ,Argentina,5,1,1,0,0,0,0,0,4,1,0,0,0.2,0.0
Mahjoub GHAZOUANI,Morocco,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Craig BURLEY,Scotland,3,1,1,0,0,1,1,0,3,0,0,0,0.333,0.333
Boudewijn ZENDEN,Netherlands,7,1,1,0,0,0,0,0,2,5,0,0,0.143,0.0
MPHELA,South Africa,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Stephane DEMOL,Belgium,11,2,1,0,1,0,0,0,10,1,0,0,0.091,0.091
JUNINHO,Brazil,12,2,1,0,0,0,0,0,6,6,0,0,0.083,0.0
J C KOO,South Korea,3,1,1,0,1,0,0,3,3,0,0,0,0.333,0.333
CACAU,Germany,7,1,1,0,2,0,0,0,2,5,0,0,0.143,0.286
Silviu BINDEA,Romania,3,2,1,0,0,0,0,0,2,1,0,0,0.333,0.0
SONCK,Belgium,4,1,1,0,0,0,0,0,0,4,0,0,0.25,0.0
JUNGHWAN,South Korea,7,2,1,0,1,0,0,0,0,7,0,0,0.143,0.143
JONES,USA,19,4,1,0,2,0,0,0,7,12,0,0,0.053,0.105
MORISHIMA,Japan,4,1,1,0,0,0,0,0,0,4,0,0,0.25,0.0
Ivica VASTIC,Austria,3,1,1,0,1,0,0,0,1,2,0,0,0.333,0.333
Sinisa MIHAJLOVIC,Yugoslavia,4,1,1,1,0,0,0,0,4,0,0,0,0.25,0.0
J COLE,England,14,3,1,0,0,0,0,0,5,9,0,0,0.071,0.0
Sergio AHUMADA,Chile,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Mario EVARISTO,Argentina,5,1,1,0,0,0,0,0,4,1,0,0,0.2,0.0
COSTLY,Honduras,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
SOKRATIS,Greece,7,2,1,0,2,0,0,0,6,1,0,0,0.143,0.286
STURRIDGE,England,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Sergei RODIONOV,Soviet Union,9,2,1,0,0,0,0,0,1,8,0,0,0.111,0.0
C. KADER-TOURE,Togo,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Soren LERBY,Denmark,4,1,1,0,0,0,0,0,4,0,0,0,0.25,0.0
JUANITO,Spain,12,3,1,0,1,0,0,0,7,5,1,0,0.083,0.083
Sigi HELD,West Germany,12,2,1,0,0,0,0,0,8,4,0,0,0.083,0.0
Stan LIBUDA,West Germany,6,1,1,0,0,0,0,0,4,2,0,0,0.167,0.0
Shaun BARTLETT,South Africa,3,1,1,0,0,0,0,0,2,1,1,0,0.333,0.0
STEWART,USA,9,2,1,0,0,0,0,1,5,4,0,0,0.111,0.0
CARDOZO,Paraguay,13,3,1,0,1,0,0,0,7,6,0,1,0.077,0.077
Serguei ALEINIKOV,Soviet Union,7,2,1,0,0,0,0,0,7,0,0,0,0.143,0.0
CAMPOS,Mexico,12,3,1,0,1,0,0,0,8,4,0,0,0.083,0.083
CAMPBELL J.,Costa Rica,5,1,1,0,0,0,0,0,5,0,0,0,0.2,0.0
CARLOS ALBERTO,Brazil,6,1,1,0,1,0,0,6,6,0,0,0,0.167,0.167
CAMPBELL,England,10,2,1,0,1,0,0,0,5,5,0,0,0.1,0.1
Marcos COLL,Colombia,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
J W SEO,South Korea,3,1,1,0,0,0,0,0,1,2,0,0,0.333,0.0
JUAN,Brazil,10,2,1,0,3,0,0,0,10,0,0,0,0.1,0.3
Carlo GALLI,Italy,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
J S PARK,South Korea,7,1,1,0,1,0,0,0,7,0,0,0,0.143,0.143
SRNA,Croatia,6,2,1,0,1,0,0,3,6,0,0,0,0.167,0.167
CARLOS MANUEL,Portugal,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Carlos BABINGTON,Argentina,6,1,1,0,3,0,0,0,5,1,0,0,0.167,0.5
CAMBIASSO,Argentina,5,1,1,0,1,0,0,0,3,2,0,0,0.2,0.2
JOVANOVI?,Serbia,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Marino KLINGER,Colombia,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Jackie MUDIE,Scotland,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Stan MORTENSEN,England,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Marius TRESOR,France,10,2,1,0,0,0,0,5,10,0,0,0,0.1,0.0
Branko ZEBEC,Yugoslavia,7,2,1,0,0,0,0,4,7,0,0,0,0.143,0.0
SYTCHEV,Russia,3,1,1,0,0,0,0,0,0,3,0,0,0.333,0.0
Cesar CUETO,Peru,9,2,1,0,0,0,0,0,9,0,0,0,0.111,0.0
CIMIROTIC,Slovenia,3,1,1,0,1,0,0,0,2,1,0,0,0.333,0.333
Brian McBRIDE,USA,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
Cesar LOPEZ FRETES,Paraguay,2,1,1,0,0,0,0,2,2,0,0,0,0.5,0.0
J. YUN NAM,North Korea,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Stefan MAJEWSKI,Poland,11,2,1,0,1,0,0,0,11,0,0,0,0.091,0.091
CAVANI,Uruguay,7,1,1,0,0,0,0,0,6,1,0,0,0.143,0.0
Ivan HASEK,Czechoslovakia,5,1,1,0,1,0,0,5,5,0,0,0,0.2,0.2
Bror MELLBERG,Sweden,11,2,1,0,0,0,0,0,4,7,0,0,0.091,0.0
Ivan GUDELJ,Yugoslavia,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
CROUCH,England,9,2,1,0,1,0,0,0,2,7,0,0,0.111,0.111
Mario STANIC,Croatia,7,1,1,0,3,0,0,0,7,0,0,0,0.143,0.429
Iuliu BARATKY,Romania,2,1,1,0,0,0,0,0,2,0,0,0,0.5,0.0
MNARI,Tunisia,3,1,1,0,1,0,0,0,3,0,0,0,0.333,0.333
SHEVCHENKO,Ukraine,5,1,1,0,0,0,0,5,5,0,1,0,0.2,0.0
CHUYOUNG,South Korea,7,2,1,1,1,0,0,0,5,2,0,0,0.143,0.143
Stephane CHAPUISAT,Switzerland,4,1,1,0,0,0,0,0,4,0,0,0,0.25,0.0
SIMO,Portugal,11,2,1,0,0,0,0,0,5,6,1,0,0.091,0.0
Cayetano RE,Paraguay,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
C G SONG,South Korea,7,1,1,0,1,0,0,0,7,0,0,0,0.143,0.143
Bruno PEZZEY,Austria,11,2,1,0,0,0,0,0,11,0,0,0,0.091,0.0
Sergei BALTACHA,Soviet Union,5,1,1,0,1,0,0,0,5,0,0,0,0.2,0.2
J. HERNANDEZ,Mexico,4,1,1,0,0,0,0,0,0,4,0,0,0.25,0.0
Stanislaus KOBIERSKI,Germany,4,1,1,0,0,0,0,0,3,1,0,0,0.25,0.0
Bryan ROY,Netherlands,9,2,1,0,0,0,0,0,2,7,0,0,0.111,0.0
CLODOALDO,Brazil,6,1,1,0,0,0,0,0,6,0,0,0,0.167,0.0
Marcel LANGILLER,France,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
SUZUKI,Japan,4,1,1,0,0,0,0,0,3,1,0,0,0.25,0.0
MOLLER,Denmark,5,1,1,0,0,0,0,0,2,3,0,0,0.2,0.0
Bruno MORA,Italy,3,1,1,0,0,0,0,1,2,1,0,0,0.333,0.0
SISSOKO,France,5,1,1,0,0,0,0,0,2,3,0,0,0.2,0.0
SMELTZ,New Zealand,3,1,1,0,0,0,0,0,3,0,0,0,0.333,0.0
Jaime BELMONTE,Mexico,3,1,1,0,0,0,0,0,2,1,0,0,0.333,0.0
Bruno CONTI,Italy,11,2,1,0,1,0,0,0,11,0,0,0,0.091,0.091
MOKOENA,South Africa,6,2,1,0,1,0,0,3,6,0,0,0,0.167,0.167
Carlos VALDERRAMA,Colombia,4,1,1,0,0,0,0,4,4,0,0,0,0.25,0.0
Bruce MURRAY,USA,3,1,1,0,1,0,0,0,3,0,0,0,0.333,0.333
SVENSSON,Sweden,4,1,1,0,1,0,0,0,6,6,0,0,0.25,0.25
