roundid,matchid,team_initials,coach_name,line_up,shirt_number,player_name,position,event,year,datetime,stage,stadium,city,home_team_name,home_team_goals,away_team_goals,away_team_name,win_conditions,attendance,half_time_home_goals,half_time_away_goals,referee,home_team_initials,away_team_initials,host_country,winner,runners_up,third,fourth,goalsscored,qualifiedteams,matchesplayed,tournament_attendance,total_goals,match_result,is_goal_scorer
208,1219,ITA,NOVO Ferruccio (ITA),Starting,Unknown,Augusto MAGLI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Starting,Unknown,Karl-Erik PALMER,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Starting,Unknown,Carlo PAROLA,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Ingvar RYDELL,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Giacomo MARI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Gunnar JOHANSSON II,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Giuseppe MORO,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Torsten LINDBERG,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Osvaldo FATTORI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Bror MELLBERG,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Egisto PANDOLFINI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Egon JONSSON,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Leandro REMONDINI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Arne MANSSON,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Omero TOGNON,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,SWE,RAYNOR George (ENG),Substitute,Unknown,Olle AHLUND,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Win,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Giuseppe CASARI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Emilio CAPRILE,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Ivano BLASON,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Benito LORENZI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1219,ITA,NOVO Ferruccio (ITA),Substitute,Unknown,Amedeo AMADEI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 3,Pacaembu,Sao Paulo,Sweden,3,2,Italy,Normal,36502,2,1,LUTZ Jean (SUI),SWE,ITA,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,5,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Srdjan MRKUSIC,GK,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Georges STUBER,GK,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Tihomir OGNJANOV,Unknown,G84',1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,1
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Jean TAMINI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Branko STANKOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Gerhard LUSENTI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Kosta TOMASEVIC,Unknown,G70',1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,1
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Andre NEURY,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Bernard VUKAS,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Roger QUINCHE,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Zeljko CAJKOVSKI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Rene BADER,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Predrag DJAJIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Fredy BICKEL,C,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Ivan HORVAT,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Roger BOCQUET,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Miodrag JOVANOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Oliver EGGIMANN,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Stjepan BOBEK,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Jackie FATTON,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Starting,Unknown,Rajko MITIC,C,G59',1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,1
208,1230,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Kiki ANTENEN,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Aleksandar ATANACKOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Hans-Peter FRIEDLAENDER,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Prvoslav MIHAJLOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Ruedi GYGER,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Vladimir FIRM,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Adolphe HUG,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Zlatko CAJKOVSKI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Eugenio CORRODI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Ratko COLIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Kurt REY,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Vladimir BEARA,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Felice SOLDINI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Ervin KATNIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Walter BEERLI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Bela PALFI,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,SUI,ANDREOLI Franco (SUI),Substitute,Unknown,Hans SIEGENTHALER,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Loss,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Ivo RADOVNIKOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Sinisa ZLATKOVIC,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1230,YUG,ARSENIJEVIC Milorad (YUG),Substitute,Unknown,Bozo BROKETA,Unknown,No Event,1950,1950-06-25 15:00:00,Group 1,Independencia,Belo Horizonte,Yugoslavia,3,0,Switzerland,Normal,7336,0,0,GALEATI Giovanni (ITA),YUG,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,3,Win,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,BARBOSA,GK,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Georges STUBER,GK,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,BAUER,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Jean TAMINI,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,ADEMIR,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Gerhard LUSENTI,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,AUGUSTO,C,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Andre NEURY,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,FRIACA,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Roger QUINCHE,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,JUVENAL,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Oliver EGGIMANN,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,BRA,COSTA Flavio (BRA),Starting,Unknown,RUY,Unknown,No Event,1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,0
208,1188,SUI,ANDREOLI Franco (SUI),Starting,Unknown,Jackie FATTON,Unknown,G17' G88',1950,1950-06-28 15:00:00,Group 1,Pacaembu,Sao Paulo,Brazil,2,2,Switzerland,Normal,42032,2,1,AZON ROMA Ramon (ESP),BRA,SUI,Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,4,Draw,1
