roundid,matchid,team_initials,coach_name,line_up,shirt_number,player_name,position,event,year,datetime,stage,stadium,city,home_team_name,home_team_goals,away_team_goals,away_team_name,win_conditions,attendance,half_time_home_goals,half_time_away_goals,referee,home_team_initials,away_team_initials,host_country,winner,runners_up,third,fourth,goalsscored,qualifiedteams,matchesplayed,tournament_attendance,total_goals,match_result,is_goal_scorer
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Alex THEPOT,GK,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Oscar BONFIGLIO,GK,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Marcel LANGILLER,Unknown,G40',1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,1
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Juan CARRENO,Unknown,G70',1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,1
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Ernest LIBERATI,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Rafael GARZA,C,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Andre MASCHINOT,Unknown,G43' G87',1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,1
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Hilario LOPEZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Etienne MATTLER,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Dionisio MEJIA,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Marcel PINEL,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Felipe ROSAS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Alex VILLAPLANE,C,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Manuel ROSAS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Lucien LAURENT,Unknown,G19',1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,1
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Jose RUIZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Marcel CAPELLE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Alfredo SANCHEZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Augustin CHANTREL,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Efrain AMEZCUA,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Starting,Unknown,Edmond DELFOUR,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Starting,Unknown,Luis PEREZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Substitute,Unknown,Celestin DELMER,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Isidoro SOTA,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Substitute,Unknown,Andre TASSIN,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Jesus CASTRO,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Substitute,Unknown,Nouma ANDOIRE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Felipe OLIVARES,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Substitute,Unknown,Jean LAURENT,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Raimundo RODRIGUEZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,FRA,CAUDRON Raoul (FRA),Substitute,Unknown,Emile VEINANTE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Win,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Roberto GAYON,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1096,MEX,LUQUE Juan (MEX),Substitute,Unknown,Francisco GARZA GUTIERREZ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 1,Pocitos,Montevideo,France,4,1,Mexico,Normal,4444,3,0,LOMBARDI Domingo (URU),FRA,MEX,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,5,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Jimmy DOUGLAS,GK,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Arnold BADJOU,GK,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Tom FLORIE,C,G45',1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,1
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Jean DE CLERQ,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Jimmy GALLAGHER,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Jan DIDDENS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Billy GONSALVES,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Auguste HELLEMANS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Bart McGHEE,Unknown,G23',1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,1
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Nikolaas HOYDONCKX,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,George MOORHOUSE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Jacques MOESCHAL,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Bert PATENAUDE,Unknown,G69',1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,1
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Theodore NOUWENS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Ralph TRACY,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Fernand ADAMS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Alexander WOOD,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Louis VERSYP,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Andrew AULD,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Bernard VOORHOOF,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Starting,Unknown,Jim BROWN,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Starting,Unknown,Pierre BRAINE,C,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Substitute,Unknown,Frank VAUGHN,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Substitute,Unknown,Alexis CHANTRAINE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Substitute,Unknown,Mike BOOKIE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Substitute,Unknown,Jean DE BIE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Substitute,Unknown,Jim GENTLE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Substitute,Unknown,Andre SAEYS,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Substitute,Unknown,Phil SLONE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Substitute,Unknown,Henri DE DEKEN,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1090,USA,MILLAR Bob (USA),Substitute,Unknown,Arnie OLIVER,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1090,BEL,GOETINCK Hector (BEL),Substitute,Unknown,Gerard DELBEKE,Unknown,No Event,1930,1930-07-13 15:00:00,Group 4,Parque Central,Montevideo,USA,3,0,Belgium,Normal,18346,2,0,MACIAS Jose (ARG),USA,BEL,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Milovan JAKSIC,GK,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,JOEL,GK,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Blagoje MARJANOVIC,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,TEOPHILO,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Dragan MIHAJLOVIC,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,POLY,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Milorad ARSENIJEVIC,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,FAUSTO,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Ivica BEK,Unknown,G30',1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,1
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,PREGUINHO,C,G62',1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,1
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Momcilo DJOKIC,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,NILO,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
201,1093,YUG,SIMONOVIC Bosko (YUG),Starting,Unknown,Milutin IVKOVIC,C,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Win,0
201,1093,BRA,DE CARVALHO Pindaro (BRA),Starting,Unknown,BRILHANTE,Unknown,No Event,1930,1930-07-14 12:45:00,Group 2,Parque Central,Montevideo,Yugoslavia,2,1,Brazil,Normal,24059,2,0,TEJADA Anibal (URU),YUG,BRA,Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590549,3,Loss,0
